track_id,artist_id,audio_path,text,split,y_genre,y_tags,y_valence,y_arousal,duration_s
lmd_10cc_the_things_we_do_for_love,10cc,data/raw/lmd_clean/10cc/The Things We Do for Love.mid,The Things We Do for Love by 10cc,validation_only,-1,[],,,
lmd_1910_fruitgum_company_simon_says_1,1910_fruitgum_company,data/raw/lmd_clean/1910 Fruitgum Company/Simon Says.1.mid,Simon Says.1 by 1910 Fruitgum Company,validation_only,-1,[],,,
lmd_1910_fruitgum_company_simon_says,1910_fruitgum_company,data/raw/lmd_clean/1910 Fruitgum Company/Simon Says.mid,Simon Says by 1910 Fruitgum Company,validation_only,-1,[],,,
lmd_2_brothers_on_the_4th_floor_come_take_my_hand,2_brothers_on_the_4th_floor,data/raw/lmd_clean/2 Brothers on the 4th Floor/Come Take My Hand.mid,Come Take My Hand by 2 Brothers on the 4th Floor,validation_only,-1,[],,,
lmd_2_brothers_on_the_4th_floor_dreams_1,2_brothers_on_the_4th_floor,data/raw/lmd_clean/2 Brothers on the 4th Floor/Dreams.1.mid,Dreams.1 by 2 Brothers on the 4th Floor,validation_only,-1,[],,,
lmd_2_brothers_on_the_4th_floor_dreams,2_brothers_on_the_4th_floor,data/raw/lmd_clean/2 Brothers on the 4th Floor/Dreams.mid,Dreams by 2 Brothers on the 4th Floor,validation_only,-1,[],,,
lmd_2_brothers_on_the_4th_floor_let_me_be_free,2_brothers_on_the_4th_floor,data/raw/lmd_clean/2 Brothers on the 4th Floor/Let Me Be Free.mid,Let Me Be Free by 2 Brothers on the 4th Floor,validation_only,-1,[],,,
lmd_2_brothers_on_the_4th_floor_never_alone_1,2_brothers_on_the_4th_floor,data/raw/lmd_clean/2 Brothers on the 4th Floor/Never Alone.1.mid,Never Alone.1 by 2 Brothers on the 4th Floor,validation_only,-1,[],,,
lmd_2_brothers_on_the_4th_floor_never_alone,2_brothers_on_the_4th_floor,data/raw/lmd_clean/2 Brothers on the 4th Floor/Never Alone.mid,Never Alone by 2 Brothers on the 4th Floor,validation_only,-1,[],,,
lmd_2_the_core_have_a_nice_day,2_the_core,data/raw/lmd_clean/2 the Core/Have a Nice Day.mid,Have a Nice Day by 2 the Core,validation_only,-1,[],,,
lmd_2_unlimited_get_ready_for_this,2_unlimited,data/raw/lmd_clean/2 Unlimited/Get Ready for This.mid,Get Ready for This by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_here_i_go,2_unlimited,data/raw/lmd_clean/2 Unlimited/Here I Go.mid,Here I Go by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_let_the_beat_control_your_body_1,2_unlimited,data/raw/lmd_clean/2 Unlimited/Let the Beat Control Your Body.1.mid,Let the Beat Control Your Body.1 by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_let_the_beat_control_your_body_2,2_unlimited,data/raw/lmd_clean/2 Unlimited/Let the Beat Control Your Body.2.mid,Let the Beat Control Your Body.2 by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_let_the_beat_control_your_body_3,2_unlimited,data/raw/lmd_clean/2 Unlimited/Let the Beat Control Your Body.3.mid,Let the Beat Control Your Body.3 by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_let_the_beat_control_your_body,2_unlimited,data/raw/lmd_clean/2 Unlimited/Let the Beat Control Your Body.mid,Let the Beat Control Your Body by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_maximum_overdrive_1,2_unlimited,data/raw/lmd_clean/2 Unlimited/Maximum Overdrive.1.mid,Maximum Overdrive.1 by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_maximum_overdrive,2_unlimited,data/raw/lmd_clean/2 Unlimited/Maximum Overdrive.mid,Maximum Overdrive by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_no_limit_extended,2_unlimited,data/raw/lmd_clean/2 Unlimited/No Limit (extended).mid,No Limit (extended) by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_no_limit_1,2_unlimited,data/raw/lmd_clean/2 Unlimited/No Limit.1.mid,No Limit.1 by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_no_limit_2,2_unlimited,data/raw/lmd_clean/2 Unlimited/No Limit.2.mid,No Limit.2 by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_no_limit,2_unlimited,data/raw/lmd_clean/2 Unlimited/No Limit.mid,No Limit by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_no_limits,2_unlimited,data/raw/lmd_clean/2 Unlimited/No Limits.mid,No Limits by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_no_one_1,2_unlimited,data/raw/lmd_clean/2 Unlimited/No One.1.mid,No One.1 by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_no_one,2_unlimited,data/raw/lmd_clean/2 Unlimited/No One.mid,No One by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_the_real_thing_1,2_unlimited,data/raw/lmd_clean/2 Unlimited/The Real Thing.1.mid,The Real Thing.1 by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_the_real_thing_2,2_unlimited,data/raw/lmd_clean/2 Unlimited/The Real Thing.2.mid,The Real Thing.2 by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_the_real_thing,2_unlimited,data/raw/lmd_clean/2 Unlimited/The Real Thing.mid,The Real Thing by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_tribal_dance_edit_1,2_unlimited,data/raw/lmd_clean/2 Unlimited/Tribal Dance (edit).1.mid,Tribal Dance (edit).1 by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_tribal_dance_edit_2,2_unlimited,data/raw/lmd_clean/2 Unlimited/Tribal Dance (edit).2.mid,Tribal Dance (edit).2 by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_tribal_dance_edit,2_unlimited,data/raw/lmd_clean/2 Unlimited/Tribal Dance (edit).mid,Tribal Dance (edit) by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_twilight_zone_1,2_unlimited,data/raw/lmd_clean/2 Unlimited/Twilight Zone.1.mid,Twilight Zone.1 by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_twilight_zone_2,2_unlimited,data/raw/lmd_clean/2 Unlimited/Twilight Zone.2.mid,Twilight Zone.2 by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_twilight_zone_3,2_unlimited,data/raw/lmd_clean/2 Unlimited/Twilight Zone.3.mid,Twilight Zone.3 by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_twilight_zone,2_unlimited,data/raw/lmd_clean/2 Unlimited/Twilight Zone.mid,Twilight Zone by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_workaholic_1,2_unlimited,data/raw/lmd_clean/2 Unlimited/Workaholic.1.mid,Workaholic.1 by 2 Unlimited,validation_only,-1,[],,,
lmd_2_unlimited_workaholic,2_unlimited,data/raw/lmd_clean/2 Unlimited/Workaholic.mid,Workaholic by 2 Unlimited,validation_only,-1,[],,,
lmd_20_fingers_lick_it,20_fingers,data/raw/lmd_clean/20 Fingers/Lick It.mid,Lick It by 20 Fingers,validation_only,-1,[],,,
lmd_20_fingers_short_dick_man,20_fingers,data/raw/lmd_clean/20 Fingers/Short Dick Man.mid,Short Dick Man by 20 Fingers,validation_only,-1,[],,,
lmd_2boys_i_won_t_let_you_down,2boys,data/raw/lmd_clean/2Boys/I Won't Let You Down.mid,I Won't Let You Down by 2Boys,validation_only,-1,[],,,
lmd_311_all_mixed_up_1,311,data/raw/lmd_clean/311/All Mixed Up.1.mid,All Mixed Up.1 by 311,validation_only,-1,[],,,
lmd_311_all_mixed_up,311,data/raw/lmd_clean/311/All Mixed Up.mid,All Mixed Up by 311,validation_only,-1,[],,,
lmd_311_down,311,data/raw/lmd_clean/311/Down.mid,Down by 311,validation_only,-1,[],,,
lmd_311_t_p_combo,311,data/raw/lmd_clean/311/T & P Combo.mid,T & P Combo by 311,validation_only,-1,[],,,
lmd_3t_i_need_you,3t,data/raw/lmd_clean/3T/I Need You.mid,I Need You by 3T,validation_only,-1,[],,,
lmd_3t_why,3t,data/raw/lmd_clean/3T/Why.mid,Why by 3T,validation_only,-1,[],,,
lmd_4_non_blondes_what_s_up_1,4_non_blondes,data/raw/lmd_clean/4 Non Blondes/What's Up.1.mid,What's Up.1 by 4 Non Blondes,validation_only,-1,[],,,
lmd_4_non_blondes_what_s_up_2,4_non_blondes,data/raw/lmd_clean/4 Non Blondes/What's Up.2.mid,What's Up.2 by 4 Non Blondes,validation_only,-1,[],,,
lmd_4_non_blondes_what_s_up_3,4_non_blondes,data/raw/lmd_clean/4 Non Blondes/What's Up.3.mid,What's Up.3 by 4 Non Blondes,validation_only,-1,[],,,
lmd_4_non_blondes_what_s_up_4,4_non_blondes,data/raw/lmd_clean/4 Non Blondes/What's Up.4.mid,What's Up.4 by 4 Non Blondes,validation_only,-1,[],,,
lmd_4_non_blondes_what_s_up_5,4_non_blondes,data/raw/lmd_clean/4 Non Blondes/What's Up.5.mid,What's Up.5 by 4 Non Blondes,validation_only,-1,[],,,
lmd_4_non_blondes_what_s_up,4_non_blondes,data/raw/lmd_clean/4 Non Blondes/What's Up.mid,What's Up by 4 Non Blondes,validation_only,-1,[],,,
lmd_702_where_my_girls_at,702,data/raw/lmd_clean/702/Where My Girls At.mid,Where My Girls At by 702,validation_only,-1,[],,,
lmd_808_state_pacific_202,808_state,data/raw/lmd_clean/808 State/Pacific 202.mid,Pacific 202 by 808 State,validation_only,-1,[],,,
lmd_883_andra_tutto_bene_58_1,883,data/raw/lmd_clean/883/Andra tutto bene ('58).1.mid,Andra tutto bene ('58).1 by 883,validation_only,-1,[],,,
lmd_883_andra_tutto_bene_58,883,data/raw/lmd_clean/883/Andra tutto bene ('58).mid,Andra tutto bene ('58) by 883,validation_only,-1,[],,,
lmd_883_chiuditi_nel_cesso_1,883,data/raw/lmd_clean/883/Chiuditi nel cesso.1.mid,Chiuditi nel cesso.1 by 883,validation_only,-1,[],,,
lmd_883_chiuditi_nel_cesso,883,data/raw/lmd_clean/883/Chiuditi nel cesso.mid,Chiuditi nel cesso by 883,validation_only,-1,[],,,
lmd_883_come_mai_feat_fiorello_1,883,data/raw/lmd_clean/883/Come mai (feat. Fiorello).1.mid,Come mai (feat. Fiorello).1 by 883,validation_only,-1,[],,,
lmd_883_come_mai_feat_fiorello_2,883,data/raw/lmd_clean/883/Come mai (feat. Fiorello).2.mid,Come mai (feat. Fiorello).2 by 883,validation_only,-1,[],,,
lmd_883_come_mai_feat_fiorello,883,data/raw/lmd_clean/883/Come mai (feat. Fiorello).mid,Come mai (feat. Fiorello) by 883,validation_only,-1,[],,,
lmd_883_con_un_deca_1,883,data/raw/lmd_clean/883/Con un deca.1.mid,Con un deca.1 by 883,validation_only,-1,[],,,
lmd_883_con_un_deca,883,data/raw/lmd_clean/883/Con un deca.mid,Con un deca by 883,validation_only,-1,[],,,
lmd_883_cumuni,883,data/raw/lmd_clean/883/Cumuni.mid,Cumuni by 883,validation_only,-1,[],,,
lmd_883_dimmi_perche_remix,883,data/raw/lmd_clean/883/Dimmi perche (remix).mid,Dimmi perche (remix) by 883,validation_only,-1,[],,,
lmd_883_gli_anni_96_1,883,data/raw/lmd_clean/883/Gli anni ('96).1.mid,Gli anni ('96).1 by 883,validation_only,-1,[],,,
lmd_883_gli_anni_96,883,data/raw/lmd_clean/883/Gli anni ('96).mid,Gli anni ('96) by 883,validation_only,-1,[],,,
lmd_883_grazie_mille_1,883,data/raw/lmd_clean/883/Grazie mille.1.mid,Grazie mille.1 by 883,validation_only,-1,[],,,
lmd_883_grazie_mille,883,data/raw/lmd_clean/883/Grazie mille.mid,Grazie mille by 883,validation_only,-1,[],,,
lmd_883_hanno_ucciso_l_uomo_ragno_1,883,data/raw/lmd_clean/883/Hanno ucciso l'uomo ragno.1.mid,Hanno ucciso l'uomo ragno.1 by 883,validation_only,-1,[],,,
lmd_883_hanno_ucciso_l_uomo_ragno_2,883,data/raw/lmd_clean/883/Hanno ucciso l'uomo ragno.2.mid,Hanno ucciso l'uomo ragno.2 by 883,validation_only,-1,[],,,
lmd_883_hanno_ucciso_l_uomo_ragno,883,data/raw/lmd_clean/883/Hanno ucciso l'uomo ragno.mid,Hanno ucciso l'uomo ragno by 883,validation_only,-1,[],,,
lmd_883_innamorare_tanto,883,data/raw/lmd_clean/883/Innamorare tanto.mid,Innamorare tanto by 883,validation_only,-1,[],,,
lmd_883_io_ci_saro_1,883,data/raw/lmd_clean/883/Io ci saro'.1.mid,Io ci saro'.1 by 883,validation_only,-1,[],,,
lmd_883_io_ci_saro,883,data/raw/lmd_clean/883/Io ci saro'.mid,Io ci saro' by 883,validation_only,-1,[],,,
lmd_883_la_dura_legge_del_gol,883,data/raw/lmd_clean/883/La dura legge del gol!.mid,La dura legge del gol! by 883,validation_only,-1,[],,,
lmd_883_la_regola_dell_amico,883,data/raw/lmd_clean/883/La regola dell'amico.mid,La regola dell'amico by 883,validation_only,-1,[],,,
lmd_883_le_luci_di_natale,883,data/raw/lmd_clean/883/Le luci di Natale.mid,Le luci di Natale by 883,validation_only,-1,[],,,
lmd_883_nella_notte_molella_remix,883,data/raw/lmd_clean/883/Nella notte (Molella remix).mid,Nella notte (Molella remix) by 883,validation_only,-1,[],,,
lmd_883_nella_notte_1,883,data/raw/lmd_clean/883/Nella notte.1.mid,Nella notte.1 by 883,validation_only,-1,[],,,
lmd_883_nella_notte_2,883,data/raw/lmd_clean/883/Nella notte.2.mid,Nella notte.2 by 883,validation_only,-1,[],,,
lmd_883_nella_notte,883,data/raw/lmd_clean/883/Nella notte.mid,Nella notte by 883,validation_only,-1,[],,,
lmd_883_nessun_rimpianto_1,883,data/raw/lmd_clean/883/Nessun rimpianto.1.mid,Nessun rimpianto.1 by 883,validation_only,-1,[],,,
lmd_883_nessun_rimpianto,883,data/raw/lmd_clean/883/Nessun rimpianto.mid,Nessun rimpianto by 883,validation_only,-1,[],,,
lmd_883_non_mi_arrendo_1,883,data/raw/lmd_clean/883/Non mi arrendo.1.mid,Non mi arrendo.1 by 883,validation_only,-1,[],,,
lmd_883_non_mi_arrendo,883,data/raw/lmd_clean/883/Non mi arrendo.mid,Non mi arrendo by 883,validation_only,-1,[],,,
lmd_883_non_ti_passa_piu,883,data/raw/lmd_clean/883/Non ti passa piu.mid,Non ti passa piu by 883,validation_only,-1,[],,,
lmd_883_nord_sud_ovest_est_1,883,data/raw/lmd_clean/883/Nord Sud Ovest Est.1.mid,Nord Sud Ovest Est.1 by 883,validation_only,-1,[],,,
lmd_883_nord_sud_ovest_est_2,883,data/raw/lmd_clean/883/Nord Sud Ovest Est.2.mid,Nord Sud Ovest Est.2 by 883,validation_only,-1,[],,,
lmd_883_nord_sud_ovest_est_3,883,data/raw/lmd_clean/883/Nord Sud Ovest Est.3.mid,Nord Sud Ovest Est.3 by 883,validation_only,-1,[],,,
lmd_883_nord_sud_ovest_est_4,883,data/raw/lmd_clean/883/Nord Sud Ovest Est.4.mid,Nord Sud Ovest Est.4 by 883,validation_only,-1,[],,,
lmd_883_nord_sud_ovest_est,883,data/raw/lmd_clean/883/Nord Sud Ovest Est.mid,Nord Sud Ovest Est by 883,validation_only,-1,[],,,
lmd_883_rotta_x_casa_di_dio,883,data/raw/lmd_clean/883/Rotta x casa di Dio.mid,Rotta x casa di Dio by 883,validation_only,-1,[],,,
lmd_883_se_tornerai_1,883,data/raw/lmd_clean/883/Se tornerai.1.mid,Se tornerai.1 by 883,validation_only,-1,[],,,
lmd_883_se_tornerai_2,883,data/raw/lmd_clean/883/Se tornerai.2.mid,Se tornerai.2 by 883,validation_only,-1,[],,,
lmd_883_se_tornerai,883,data/raw/lmd_clean/883/Se tornerai.mid,Se tornerai by 883,validation_only,-1,[],,,
lmd_883_sei_un_mito_1,883,data/raw/lmd_clean/883/Sei un mito.1.mid,Sei un mito.1 by 883,validation_only,-1,[],,,
lmd_883_sei_un_mito_2,883,data/raw/lmd_clean/883/Sei un mito.2.mid,Sei un mito.2 by 883,validation_only,-1,[],,,
lmd_883_sei_un_mito_3,883,data/raw/lmd_clean/883/Sei un mito.3.mid,Sei un mito.3 by 883,validation_only,-1,[],,,
lmd_883_sei_un_mito,883,data/raw/lmd_clean/883/Sei un mito.mid,Sei un mito by 883,validation_only,-1,[],,,
lmd_883_senza_averti_qui_1,883,data/raw/lmd_clean/883/Senza averti qui.1.mid,Senza averti qui.1 by 883,validation_only,-1,[],,,
lmd_883_senza_averti_qui_2,883,data/raw/lmd_clean/883/Senza averti qui.2.mid,Senza averti qui.2 by 883,validation_only,-1,[],,,
lmd_883_senza_averti_qui,883,data/raw/lmd_clean/883/Senza averti qui.mid,Senza averti qui by 883,validation_only,-1,[],,,
lmd_883_ti_sento_vivere,883,data/raw/lmd_clean/883/Ti sento vivere.mid,Ti sento vivere by 883,validation_only,-1,[],,,
lmd_883_tieni_il_tempo_1,883,data/raw/lmd_clean/883/Tieni il tempo.1.mid,Tieni il tempo.1 by 883,validation_only,-1,[],,,
lmd_883_tieni_il_tempo_2,883,data/raw/lmd_clean/883/Tieni il tempo.2.mid,Tieni il tempo.2 by 883,validation_only,-1,[],,,
lmd_883_tieni_il_tempo,883,data/raw/lmd_clean/883/Tieni il tempo.mid,Tieni il tempo by 883,validation_only,-1,[],,,
lmd_883_tutto_cio_che_ho,883,data/raw/lmd_clean/883/Tutto cio che ho.mid,Tutto cio che ho by 883,validation_only,-1,[],,,
lmd_883_un_giorno_cosi_1,883,data/raw/lmd_clean/883/Un giorno cosi.1.mid,Un giorno cosi.1 by 883,validation_only,-1,[],,,
lmd_883_un_giorno_cosi,883,data/raw/lmd_clean/883/Un giorno cosi.mid,Un giorno cosi by 883,validation_only,-1,[],,,
lmd_883_una_canzone_d_amore_1,883,data/raw/lmd_clean/883/Una canzone d'amore.1.mid,Una canzone d'amore.1 by 883,validation_only,-1,[],,,
lmd_883_una_canzone_d_amore_2,883,data/raw/lmd_clean/883/Una canzone d'amore.2.mid,Una canzone d'amore.2 by 883,validation_only,-1,[],,,
lmd_883_una_canzone_d_amore,883,data/raw/lmd_clean/883/Una canzone d'amore.mid,Una canzone d'amore by 883,validation_only,-1,[],,,
lmd_883_viaggio_al_centro_del_mondo,883,data/raw/lmd_clean/883/Viaggio al centro del mondo.mid,Viaggio al centro del mondo by 883,validation_only,-1,[],,,
lmd_911_the_day_we_find_love,911,data/raw/lmd_clean/911/The Day We Find Love.mid,The Day We Find Love by 911,validation_only,-1,[],,,
lmd_98_degrees_i_do,98_degrees,data/raw/lmd_clean/98 Degrees/I Do.mid,I Do by 98 Degrees,validation_only,-1,[],,,
lmd_98_degrees_she_s_out_of_my_life,98_degrees,data/raw/lmd_clean/98 Degrees/She's Out of My Life.mid,She's Out of My Life by 98 Degrees,validation_only,-1,[],,,
lmd_98_degrees_the_hardest_thing,98_degrees,data/raw/lmd_clean/98 Degrees/The Hardest Thing.mid,The Hardest Thing by 98 Degrees,validation_only,-1,[],,,
lmd_weird_al_yankovic_amish_paradise,weird_al_yankovic,data/raw/lmd_clean/_Weird Al_ Yankovic/Amish Paradise.mid,Amish Paradise by _Weird Al_ Yankovic,validation_only,-1,[],,,
lmd_weird_al_yankovic_dare_to_be_stupid,weird_al_yankovic,data/raw/lmd_clean/_Weird Al_ Yankovic/Dare to Be Stupid.mid,Dare to Be Stupid by _Weird Al_ Yankovic,validation_only,-1,[],,,
lmd_weird_al_yankovic_eat_it,weird_al_yankovic,data/raw/lmd_clean/_Weird Al_ Yankovic/Eat It.mid,Eat It by _Weird Al_ Yankovic,validation_only,-1,[],,,
lmd_weird_al_yankovic_headline_news,weird_al_yankovic,data/raw/lmd_clean/_Weird Al_ Yankovic/Headline News.mid,Headline News by _Weird Al_ Yankovic,validation_only,-1,[],,,
lmd_a_taste_of_honey_boogie_oogie_oogie,a_taste_of_honey,data/raw/lmd_clean/A Taste of Honey/Boogie Oogie Oogie.mid,Boogie Oogie Oogie by A Taste of Honey,validation_only,-1,[],,,
lmd_a_ha_hunting_high_and_low,a_ha,data/raw/lmd_clean/a-ha/Hunting High and Low.mid,Hunting High and Low by a-ha,validation_only,-1,[],,,
lmd_a_ha_take_on_me_1,a_ha,data/raw/lmd_clean/a-ha/Take On Me.1.mid,Take On Me.1 by a-ha,validation_only,-1,[],,,
lmd_a_ha_take_on_me_2,a_ha,data/raw/lmd_clean/a-ha/Take On Me.2.mid,Take On Me.2 by a-ha,validation_only,-1,[],,,
lmd_a_ha_take_on_me_3,a_ha,data/raw/lmd_clean/a-ha/Take On Me.3.mid,Take On Me.3 by a-ha,validation_only,-1,[],,,
lmd_a_ha_take_on_me_4,a_ha,data/raw/lmd_clean/a-ha/Take On Me.4.mid,Take On Me.4 by a-ha,validation_only,-1,[],,,
lmd_a_ha_take_on_me_5,a_ha,data/raw/lmd_clean/a-ha/Take On Me.5.mid,Take On Me.5 by a-ha,validation_only,-1,[],,,
lmd_a_ha_take_on_me_6,a_ha,data/raw/lmd_clean/a-ha/Take On Me.6.mid,Take On Me.6 by a-ha,validation_only,-1,[],,,
lmd_a_ha_take_on_me,a_ha,data/raw/lmd_clean/a-ha/Take On Me.mid,Take On Me by a-ha,validation_only,-1,[],,,
lmd_a_ha_the_living_daylights_1,a_ha,data/raw/lmd_clean/a-ha/The Living Daylights.1.mid,The Living Daylights.1 by a-ha,validation_only,-1,[],,,
lmd_a_ha_the_living_daylights,a_ha,data/raw/lmd_clean/a-ha/The Living Daylights.mid,The Living Daylights by a-ha,validation_only,-1,[],,,
lmd_a_ha_the_sun_always_shines_on_tv,a_ha,data/raw/lmd_clean/a-ha/The Sun Always Shines on TV.mid,The Sun Always Shines on TV by a-ha,validation_only,-1,[],,,
lmd_a_teens_mamma_mia,a_teens,data/raw/lmd_clean/A_Teens/Mamma Mia.mid,Mamma Mia by A_Teens,validation_only,-1,[],,,
lmd_a_teens_super_trouper,a_teens,data/raw/lmd_clean/A_Teens/Super Trouper.mid,Super Trouper by A_Teens,validation_only,-1,[],,,
lmd_aaliyah_are_you_that_somebody,aaliyah,data/raw/lmd_clean/Aaliyah/Are You That Somebody.mid,Are You That Somebody by Aaliyah,validation_only,-1,[],,,
lmd_aaliyah_try_again,aaliyah,data/raw/lmd_clean/Aaliyah/Try Again.mid,Try Again by Aaliyah,validation_only,-1,[],,,
lmd_aaron_neville_for_the_good_times,aaron_neville,data/raw/lmd_clean/Aaron Neville/For the Good Times.mid,For the Good Times by Aaron Neville,validation_only,-1,[],,,
lmd_aaron_neville_tell_it_like_it_is,aaron_neville,data/raw/lmd_clean/Aaron Neville/Tell It Like It Is.mid,Tell It Like It Is by Aaron Neville,validation_only,-1,[],,,
lmd_aaron_neville_the_grand_tour,aaron_neville,data/raw/lmd_clean/Aaron Neville/The Grand Tour.mid,The Grand Tour by Aaron Neville,validation_only,-1,[],,,
lmd_abba_andante_andante,abba,"data/raw/lmd_clean/ABBA/Andante, Andante.mid","Andante, Andante by ABBA",validation_only,-1,[],,,
lmd_abba_angeleyes,abba,data/raw/lmd_clean/ABBA/Angeleyes.mid,Angeleyes by ABBA,validation_only,-1,[],,,
lmd_abba_another_town_another_train,abba,"data/raw/lmd_clean/ABBA/Another Town, Another Train.mid","Another Town, Another Train by ABBA",validation_only,-1,[],,,
lmd_abba_chiquitita_1,abba,data/raw/lmd_clean/ABBA/Chiquitita.1.mid,Chiquitita.1 by ABBA,validation_only,-1,[],,,
lmd_abba_chiquitita_2,abba,data/raw/lmd_clean/ABBA/Chiquitita.2.mid,Chiquitita.2 by ABBA,validation_only,-1,[],,,
lmd_abba_chiquitita_3,abba,data/raw/lmd_clean/ABBA/Chiquitita.3.mid,Chiquitita.3 by ABBA,validation_only,-1,[],,,
lmd_abba_chiquitita_4,abba,data/raw/lmd_clean/ABBA/Chiquitita.4.mid,Chiquitita.4 by ABBA,validation_only,-1,[],,,
lmd_abba_chiquitita,abba,data/raw/lmd_clean/ABBA/Chiquitita.mid,Chiquitita by ABBA,validation_only,-1,[],,,
lmd_abba_dance_while_the_music_still_goes_on_1,abba,data/raw/lmd_clean/ABBA/Dance (While the Music Still Goes on).1.mid,Dance (While the Music Still Goes on).1 by ABBA,validation_only,-1,[],,,
lmd_abba_dance_while_the_music_still_goes_on_2,abba,data/raw/lmd_clean/ABBA/Dance (While the Music Still Goes on).2.mid,Dance (While the Music Still Goes on).2 by ABBA,validation_only,-1,[],,,
lmd_abba_dance_while_the_music_still_goes_on_3,abba,data/raw/lmd_clean/ABBA/Dance (While the Music Still Goes on).3.mid,Dance (While the Music Still Goes on).3 by ABBA,validation_only,-1,[],,,
lmd_abba_dance_while_the_music_still_goes_on,abba,data/raw/lmd_clean/ABBA/Dance (While the Music Still Goes on).mid,Dance (While the Music Still Goes on) by ABBA,validation_only,-1,[],,,
lmd_abba_dancing_queen_1,abba,data/raw/lmd_clean/ABBA/Dancing Queen.1.mid,Dancing Queen.1 by ABBA,validation_only,-1,[],,,
lmd_abba_dancing_queen_10,abba,data/raw/lmd_clean/ABBA/Dancing Queen.10.mid,Dancing Queen.10 by ABBA,validation_only,-1,[],,,
lmd_abba_dancing_queen_11,abba,data/raw/lmd_clean/ABBA/Dancing Queen.11.mid,Dancing Queen.11 by ABBA,validation_only,-1,[],,,
