ytid,start_s,end_s,is_audioset_eval,path,status,duration_s
0K-zyeLuKho,30,40,False,data/raw/musiccaps/audio/0K-zyeLuKho_30_40.mp3,corrupt,
0KCVgexi4yU,30,40,True,data/raw/musiccaps/audio/0KCVgexi4yU_30_40.mp3,ok,10.0
0L2ndtt60Q8,30,40,True,data/raw/musiccaps/audio/0L2ndtt60Q8_30_40.mp3,ok,10.0
0L3vcdzQPPU,30,40,False,data/raw/musiccaps/audio/0L3vcdzQPPU_30_40.mp3,corrupt,
0LE6Ll1rVlg,30,40,True,data/raw/musiccaps/audio/0LE6Ll1rVlg_30_40.mp3,ok,10.0
0LLlcPiatiU,210,220,True,data/raw/musiccaps/audio/0LLlcPiatiU_210_220.mp3,ok,10.0
0M7nETLOsKQ,30,40,False,data/raw/musiccaps/audio/0M7nETLOsKQ_30_40.mp3,ok,10.0
0MzrXd8CUCg,30,40,True,data/raw/musiccaps/audio/0MzrXd8CUCg_30_40.mp3,ok,10.0
0NTzOtVmoiU,60,70,False,data/raw/musiccaps/audio/0NTzOtVmoiU_60_70.mp3,ok,10.0
0NZY0GHQBP0,240,250,False,data/raw/musiccaps/audio/0NZY0GHQBP0_240_250.mp3,ok,10.0
0ONdm4sW47c,30,40,False,data/raw/musiccaps/audio/0ONdm4sW47c_30_40.mp3,ok,10.0
0OY8XXZ98rw,30,40,True,data/raw/musiccaps/audio/0OY8XXZ98rw_30_40.mp3,ok,10.0
0OYlHvyfNk4,130,140,True,data/raw/musiccaps/audio/0OYlHvyfNk4_130_140.mp3,corrupt,
0OhtODbKajw,350,360,False,data/raw/musiccaps/audio/0OhtODbKajw_350_360.mp3,ok,10.0
0Olm321vgk8,30,40,True,data/raw/musiccaps/audio/0Olm321vgk8_30_40.mp3,ok,10.0
0PMFAO4TIU4,30,40,True,data/raw/musiccaps/audio/0PMFAO4TIU4_30_40.mp3,ok,10.0
0Q1JLNfm8oU,30,40,False,data/raw/musiccaps/audio/0Q1JLNfm8oU_30_40.mp3,ok,10.0
0QAaln-hjPw,30,40,False,data/raw/musiccaps/audio/0QAaln-hjPw_30_40.mp3,corrupt,
0QYNC7J05XI,30,40,False,data/raw/musiccaps/audio/0QYNC7J05XI_30_40.mp3,ok,10.0
0RDz0rLakwc,30,40,False,data/raw/musiccaps/audio/0RDz0rLakwc_30_40.mp3,ok,10.0
0RcMzUdXDRQ,30,40,True,data/raw/musiccaps/audio/0RcMzUdXDRQ_30_40.mp3,ok,10.0
0RgGrVklaao,150,160,True,data/raw/musiccaps/audio/0RgGrVklaao_150_160.mp3,ok,10.0
0RpkkfkUBRU,10,20,False,data/raw/musiccaps/audio/0RpkkfkUBRU_10_20.mp3,ok,10.0
0S5zWt91Bwo,30,40,False,data/raw/musiccaps/audio/0S5zWt91Bwo_30_40.mp3,corrupt,
0SNhAKyXtC8,30,40,True,data/raw/musiccaps/audio/0SNhAKyXtC8_30_40.mp3,ok,10.0
0SnjS2w_c80,520,530,True,data/raw/musiccaps/audio/0SnjS2w_c80_520_530.mp3,corrupt,
0TV9zvfwFhs,30,40,True,data/raw/musiccaps/audio/0TV9zvfwFhs_30_40.mp3,corrupt,
0TiEO149Ydc,30,40,True,data/raw/musiccaps/audio/0TiEO149Ydc_30_40.mp3,ok,10.0
0Ubu4BqSWmU,30,40,True,data/raw/musiccaps/audio/0Ubu4BqSWmU_30_40.mp3,ok,10.0
0VjPCd62oKg,100,110,True,data/raw/musiccaps/audio/0VjPCd62oKg_100_110.mp3,ok,10.0
0VsjSa1X7iA,30,40,False,,missing,
0VwX92X3iPc,30,40,False,data/raw/musiccaps/audio/0VwX92X3iPc_30_40.mp3,ok,10.0
0Wdh45yt7tY,50,60,False,data/raw/musiccaps/audio/0Wdh45yt7tY_50_60.mp3,ok,10.0
0XxinBtKouQ,30,40,True,data/raw/musiccaps/audio/0XxinBtKouQ_30_40.mp3,ok,10.0
0ZNFJz-eZTU,120,130,False,data/raw/musiccaps/audio/0ZNFJz-eZTU_120_130.mp3,ok,10.0
0ZXWSO_Y2C0,160,170,False,data/raw/musiccaps/audio/0ZXWSO_Y2C0_160_170.mp3,ok,10.0
0_QcatLmg7c,30,40,False,data/raw/musiccaps/audio/0_QcatLmg7c_30_40.mp3,ok,10.0
0_XItMAYkwc,30,40,True,data/raw/musiccaps/audio/0_XItMAYkwc_30_40.mp3,ok,10.0
0_hH79HnEdo,30,40,False,data/raw/musiccaps/audio/0_hH79HnEdo_30_40.mp3,ok,10.0
0a6uLBmqZgA,30,40,False,data/raw/musiccaps/audio/0a6uLBmqZgA_30_40.mp3,ok,10.0
0a91szM1Ivw,30,40,True,data/raw/musiccaps/audio/0a91szM1Ivw_30_40.mp3,ok,10.0
0abzD7hBTRk,30,40,True,data/raw/musiccaps/audio/0abzD7hBTRk_30_40.mp3,ok,10.0
0bP2MH3LqvI,30,40,True,data/raw/musiccaps/audio/0bP2MH3LqvI_30_40.mp3,ok,10.0
0bRUkLsttto,30,40,True,data/raw/musiccaps/audio/0bRUkLsttto_30_40.mp3,ok,10.0
0bvPjMQ_WbE,30,40,True,data/raw/musiccaps/audio/0bvPjMQ_WbE_30_40.mp3,ok,10.0
0c1YU_VtFRE,180,190,True,data/raw/musiccaps/audio/0c1YU_VtFRE_180_190.mp3,ok,10.0
0cNYPgD6cEA,30,40,True,data/raw/musiccaps/audio/0cNYPgD6cEA_30_40.mp3,ok,10.0
0dPx94RPy2M,30,40,True,data/raw/musiccaps/audio/0dPx94RPy2M_30_40.mp3,ok,10.0
0ewQiU3q5jM,30,40,True,data/raw/musiccaps/audio/0ewQiU3q5jM_30_40.mp3,ok,10.0
0ewWspUqB6Y,430,440,False,data/raw/musiccaps/audio/0ewWspUqB6Y_430_440.mp3,ok,10.0
0fCpAuxrQ_I,380,390,True,data/raw/musiccaps/audio/0fCpAuxrQ_I_380_390.mp3,ok,10.0
0fiOM---7QI,140,150,True,data/raw/musiccaps/audio/0fiOM---7QI_140_150.mp3,ok,10.0
0fqtA_ZBn_8,30,40,True,data/raw/musiccaps/audio/0fqtA_ZBn_8_30_40.mp3,ok,10.0
0hfU27A6tus,70,80,True,data/raw/musiccaps/audio/0hfU27A6tus_70_80.mp3,ok,10.0
0hw_BB4QN34,220,230,False,data/raw/musiccaps/audio/0hw_BB4QN34_220_230.mp3,ok,10.0
0i8VM_EooCs,30,40,True,,missing,
0jFQ21A6GRA,30,40,True,data/raw/musiccaps/audio/0jFQ21A6GRA_30_40.mp3,corrupt,
0kQD1P0_KUs,30,40,True,data/raw/musiccaps/audio/0kQD1P0_KUs_30_40.mp3,ok,10.0
0kQjfwXjFuY,30,40,True,data/raw/musiccaps/audio/0kQjfwXjFuY_30_40.mp3,ok,10.0
0khKvVDyYV4,240,250,False,,missing,
0lIETNZ_7sg,30,40,False,data/raw/musiccaps/audio/0lIETNZ_7sg_30_40.mp3,ok,10.0
0m9-5BkL4Mc,30,40,True,data/raw/musiccaps/audio/0m9-5BkL4Mc_30_40.mp3,ok,10.0
0nNmbkU8GBI,100,110,False,data/raw/musiccaps/audio/0nNmbkU8GBI_100_110.mp3,corrupt,
0nk7utNkHOY,190,200,False,data/raw/musiccaps/audio/0nk7utNkHOY_190_200.mp3,ok,10.0
0oIFGARD9xE,410,420,False,data/raw/musiccaps/audio/0oIFGARD9xE_410_420.mp3,ok,10.0
0pewITE1550,30,40,True,data/raw/musiccaps/audio/0pewITE1550_30_40.mp3,ok,10.0
0q-80dzp6PU,60,70,False,data/raw/musiccaps/audio/0q-80dzp6PU_60_70.mp3,ok,10.0
0qtbbK5HVMw,330,340,False,data/raw/musiccaps/audio/0qtbbK5HVMw_330_340.mp3,ok,10.0
0rNr_qnoPQ4,30,40,False,data/raw/musiccaps/audio/0rNr_qnoPQ4_30_40.mp3,ok,10.0
0s0Uy0-zBa0,30,40,True,data/raw/musiccaps/audio/0s0Uy0-zBa0_30_40.mp3,corrupt,
0sPVAP17w2U,70,80,True,data/raw/musiccaps/audio/0sPVAP17w2U_70_80.mp3,ok,10.0
0soVCtJgDTk,5,15,True,data/raw/musiccaps/audio/0soVCtJgDTk_5_15.mp3,wrong_duration,4.798820861678005
0trWdhSvab4,30,40,True,data/raw/musiccaps/audio/0trWdhSvab4_30_40.mp3,ok,10.0
0u1sk49gAU0,20,30,False,data/raw/musiccaps/audio/0u1sk49gAU0_20_30.mp3,ok,10.0
0u4gY1bBUwQ,250,260,False,data/raw/musiccaps/audio/0u4gY1bBUwQ_250_260.mp3,ok,10.0
0u5-WiBKam8,50,60,False,data/raw/musiccaps/audio/0u5-WiBKam8_50_60.mp3,ok,10.0
0vFPs6XsU_Q,30,40,True,data/raw/musiccaps/audio/0vFPs6XsU_Q_30_40.mp3,ok,10.0
0wYi8B9PXDY,30,40,True,data/raw/musiccaps/audio/0wYi8B9PXDY_30_40.mp3,corrupt,
0wzsE67O5tE,230,240,True,data/raw/musiccaps/audio/0wzsE67O5tE_230_240.mp3,ok,10.0
0x6chChxzV0,30,40,False,data/raw/musiccaps/audio/0x6chChxzV0_30_40.mp3,ok,10.0
0zolXzR9Oi4,30,40,False,data/raw/musiccaps/audio/0zolXzR9Oi4_30_40.mp3,corrupt,
1-Y9kafYuqQ,100,110,True,data/raw/musiccaps/audio/1-Y9kafYuqQ_100_110.mp3,ok,10.0
10dur7jhFQM,30,40,False,data/raw/musiccaps/audio/10dur7jhFQM_30_40.mp3,ok,10.0
11D0JdB7_4k,120,130,False,data/raw/musiccaps/audio/11D0JdB7_4k_120_130.mp3,ok,10.0
11FeId69WOk,30,40,True,data/raw/musiccaps/audio/11FeId69WOk_30_40.mp3,ok,10.0
11fNNN95_og,30,40,False,data/raw/musiccaps/audio/11fNNN95_og_30_40.mp3,ok,10.0
13n6n6nKMhI,130,140,False,data/raw/musiccaps/audio/13n6n6nKMhI_130_140.mp3,corrupt,
14hTDUjCr_g,30,40,True,data/raw/musiccaps/audio/14hTDUjCr_g_30_40.mp3,ok,10.0
15CZ2h5VL-A,30,40,False,data/raw/musiccaps/audio/15CZ2h5VL-A_30_40.mp3,ok,10.0
15Mw2jyyHk0,30,40,True,data/raw/musiccaps/audio/15Mw2jyyHk0_30_40.mp3,ok,10.0
15z-gbPxdXg,30,40,False,data/raw/musiccaps/audio/15z-gbPxdXg_30_40.mp3,corrupt,
16F5fdORzSo,30,40,False,data/raw/musiccaps/audio/16F5fdORzSo_30_40.mp3,ok,10.0
16TsDMjHzYU,30,40,True,data/raw/musiccaps/audio/16TsDMjHzYU_30_40.mp3,ok,10.0
17AtKbQ7glU,590,600,True,data/raw/musiccaps/audio/17AtKbQ7glU_590_600.mp3,ok,10.0
18mS4cLPOb8,50,60,True,data/raw/musiccaps/audio/18mS4cLPOb8_50_60.mp3,corrupt,
19-GI2LzOtc,140,150,False,data/raw/musiccaps/audio/19-GI2LzOtc_140_150.mp3,ok,10.0
19Pp9QEw17U,30,40,False,data/raw/musiccaps/audio/19Pp9QEw17U_30_40.mp3,ok,10.0
1ACn3u5UnBw,30,40,True,data/raw/musiccaps/audio/1ACn3u5UnBw_30_40.mp3,ok,10.0
1AOe82obwcY,30,40,False,data/raw/musiccaps/audio/1AOe82obwcY_30_40.mp3,ok,10.0
1ArUx6UCxe4,30,40,False,data/raw/musiccaps/audio/1ArUx6UCxe4_30_40.mp3,ok,10.0
